"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_NOTA_MEDIA_2019";"VL_PROJECAO_2019"
"RS";4306106;"Cruz Alta";"Municipal";6,006986;5,4
"RS";4306106;"Cruz Alta";"Pública";6,058643;5,6
"RS";4306130;"Cruzaltense";"Municipal";;7,2
"RS";4306130;"Cruzaltense";"Pública";;
"RS";4306205;"Cruzeiro do Sul";"Estadual";;6,2
"RS";4306205;"Cruzeiro do Sul";"Municipal";6,424657;6,3
"RS";4306205;"Cruzeiro do Sul";"Pública";6,684192;6,2
"RS";4306304;"David Canabarro";"Estadual";7,708983;6,7
"RS";4306304;"David Canabarro";"Pública";7,708983;6,7
"RS";4306320;"Derrubadas";"Municipal";6,117053;6,5
"RS";4306320;"Derrubadas";"Pública";6,117053;6,5
"RS";4306353;"Dezesseis de Novembro";"Estadual";;6,1
"RS";4306353;"Dezesseis de Novembro";"Pública";;6,1
"RS";4306379;"Dilermando de Aguiar";"Estadual";;4
"RS";4306379;"Dilermando de Aguiar";"Municipal";;5,6
"RS";4306379;"Dilermando de Aguiar";"Pública";;4,1
"RS";4306403;"Dois Irmãos";"Estadual";7,335267;6,8
"RS";4306403;"Dois Irmãos";"Municipal";6,720534;6,4
"RS";4306403;"Dois Irmãos";"Pública";6,881852;6,5
"RS";4306429;"Dois Irmãos das Missões";"Estadual";5,975527;5,5
"RS";4306429;"Dois Irmãos das Missões";"Municipal";;6,2
"RS";4306429;"Dois Irmãos das Missões";"Pública";5,975527;5,7
"RS";4306452;"Dois Lajeados";"Estadual";8,095563;7,5
"RS";4306452;"Dois Lajeados";"Municipal";;7,5
"RS";4306452;"Dois Lajeados";"Pública";8,095563;7,5
"RS";4306502;"Dom Feliciano";"Estadual";6,744121;6,5
"RS";4306502;"Dom Feliciano";"Municipal";6,699659;5,3
"RS";4306502;"Dom Feliciano";"Pública";6,712241;5,4
"RS";4306551;"Dom Pedro de Alcântara";"Estadual";;
"RS";4306551;"Dom Pedro de Alcântara";"Pública";;
"RS";4306601;"Dom Pedrito";"Estadual";6,104058;6
"RS";4306601;"Dom Pedrito";"Municipal";5,678131;5,4
"RS";4306601;"Dom Pedrito";"Pública";5,906346;5,8
"RS";4306700;"Dona Francisca";"Estadual";6,905207;5,9
"RS";4306700;"Dona Francisca";"Municipal";;5,7
"RS";4306700;"Dona Francisca";"Pública";6,151297;5,8
"RS";4306734;"Doutor Maurício Cardoso";"Estadual";;6,8
"RS";4306734;"Doutor Maurício Cardoso";"Municipal";5,776695;5,4
"RS";4306734;"Doutor Maurício Cardoso";"Pública";5,776695;5,7
"RS";4306759;"Doutor Ricardo";"Estadual";7,023924;6,3
"RS";4306759;"Doutor Ricardo";"Municipal";;5,9
"RS";4306759;"Doutor Ricardo";"Pública";7,023924;6,1
"RS";4306767;"Eldorado do Sul";"Estadual";6,089135;5,7
"RS";4306767;"Eldorado do Sul";"Municipal";5,311557;5,8
"RS";4306767;"Eldorado do Sul";"Pública";5,367482;5,8
"RS";4306809;"Encantado";"Estadual";6,817654;6,5
"RS";4306809;"Encantado";"Municipal";7,499797;6,4
"RS";4306809;"Encantado";"Pública";7,132901;6,5
"RS";4306908;"Encruzilhada do Sul";"Estadual";6,699594;6,1
"RS";4306908;"Encruzilhada do Sul";"Municipal";5,694494;5,9
"RS";4306908;"Encruzilhada do Sul";"Pública";6,384144;6
"RS";4306924;"Engenho Velho";"Municipal";;5,2
"RS";4306924;"Engenho Velho";"Pública";;5,5
"RS";4306932;"Entre-Ijuís";"Estadual";6,26286;6,2
"RS";4306932;"Entre-Ijuís";"Municipal";;5,8
"RS";4306932;"Entre-Ijuís";"Pública";6,26286;6,1
"RS";4306957;"Entre Rios do Sul";"Estadual";6,887744;6,3
"RS";4306957;"Entre Rios do Sul";"Municipal";6,363747;7,1
"RS";4306957;"Entre Rios do Sul";"Pública";6,533956;6,5
"RS";4306973;"Erebango";"Estadual";;6,1
"RS";4306973;"Erebango";"Municipal";5,470672;5,4
"RS";4306973;"Erebango";"Pública";5,470672;5,2
"RS";4307005;"Erechim";"Estadual";6,99695;6,7
"RS";4307005;"Erechim";"Municipal";6,686693;5,9
"RS";4307005;"Erechim";"Pública";6,888759;6,4
"RS";4307054;"Ernestina";"Estadual";4,949448;5,4
"RS";4307054;"Ernestina";"Municipal";6,63326;5,8
"RS";4307054;"Ernestina";"Pública";5,91165;5,5
"RS";4307104;"Herval";"Estadual";6,243763;6,3
"RS";4307104;"Herval";"Municipal";;4,9
"RS";4307104;"Herval";"Pública";5,995011;5,6
"RS";4307203;"Erval Grande";"Estadual";5,85449;6,1
"RS";4307203;"Erval Grande";"Municipal";;6,4
"RS";4307203;"Erval Grande";"Pública";5,716661;6
"RS";4307302;"Erval Seco";"Estadual";;6,3
"RS";4307302;"Erval Seco";"Municipal";;5,5
"RS";4307302;"Erval Seco";"Pública";;6,3
"RS";4307401;"Esmeralda";"Estadual";;6,3
"RS";4307401;"Esmeralda";"Municipal";;5,4
"RS";4307401;"Esmeralda";"Pública";;5,4
"RS";4307450;"Esperança do Sul";"Municipal";6,606278;5,8
"RS";4307450;"Esperança do Sul";"Pública";6,606278;5,8
"RS";4307500;"Espumoso";"Estadual";6,848375;6,4
"RS";4307500;"Espumoso";"Municipal";6,045102;5,7
"RS";4307500;"Espumoso";"Pública";6,619585;6,1
"RS";4307559;"Estação";"Estadual";6,704943;6,3
"RS";4307559;"Estação";"Municipal";7,521872;6,4
"RS";4307559;"Estação";"Pública";7,22097;6,4
"RS";4307609;"Estância Velha";"Estadual";6,903183;6,4
"RS";4307609;"Estância Velha";"Municipal";6,721651;6,4
"RS";4307609;"Estância Velha";"Pública";6,734404;6,4
"RS";4307708;"Esteio";"Estadual";6,336595;5,8
"RS";4307708;"Esteio";"Municipal";6,2603;6,2
"RS";4307708;"Esteio";"Pública";6,270754;6,2
"RS";4307807;"Estrela";"Estadual";6,408845;6,7
"RS";4307807;"Estrela";"Municipal";6,60401;6,6
"RS";4307807;"Estrela";"Pública";6,520937;6,7
"RS";4307815;"Estrela Velha";"Municipal";5,94138;5,8
"RS";4307815;"Estrela Velha";"Pública";5,94138;5,7
"RS";4307831;"Eugênio de Castro";"Estadual";6,073638;6,2
"RS";4307831;"Eugênio de Castro";"Municipal";;6,5
"RS";4307831;"Eugênio de Castro";"Pública";6,073638;6,3
"RS";4307864;"Fagundes Varela";"Municipal";7,321781;6,6
"RS";4307864;"Fagundes Varela";"Pública";7,321781;6,6
"RS";4307906;"Farroupilha";"Estadual";6,751866;6,8
"RS";4307906;"Farroupilha";"Municipal";7,491824;6,8
"RS";4307906;"Farroupilha";"Pública";7,312161;6,8
"RS";4308003;"Faxinal do Soturno";"Estadual";7,162116;6,5
"RS";4308003;"Faxinal do Soturno";"Municipal";6,181966;5,2
"RS";4308003;"Faxinal do Soturno";"Pública";6,802658;6,2
"RS";4308052;"Faxinalzinho";"Estadual";;5,4
"RS";4308052;"Faxinalzinho";"Municipal";;5,9
"RS";4308052;"Faxinalzinho";"Pública";;5,6
"RS";4308078;"Fazenda Vilanova";"Municipal";6,451303;5,7
"RS";4308078;"Fazenda Vilanova";"Pública";6,451303;5,7
"RS";4308102;"Feliz";"Estadual";6,458876;6,2
"RS";4308102;"Feliz";"Municipal";6,96837;6,7
"RS";4308102;"Feliz";"Pública";6,701375;6,3
"RS";4308201;"Flores da Cunha";"Estadual";7,094777;6,9
"RS";4308201;"Flores da Cunha";"Municipal";7,353519;6,8
"RS";4308201;"Flores da Cunha";"Pública";7,276596;6,8
"RS";4308250;"Floriano Peixoto";"Municipal";;6,6
"RS";4308250;"Floriano Peixoto";"Pública";;6,6
"RS";4308300;"Fontoura Xavier";"Estadual";6,518886;5,9
"RS";4308300;"Fontoura Xavier";"Municipal";;6
"RS";4308300;"Fontoura Xavier";"Pública";6,387768;5,9
"RS";4308409;"Formigueiro";"Estadual";;5,9
"RS";4308409;"Formigueiro";"Municipal";6,491199;6,1
"RS";4308409;"Formigueiro";"Pública";6,096998;5,7
"RS";4308433;"Forquetinha";"Municipal";6,77496;6
"RS";4308433;"Forquetinha";"Pública";6,77496;6
"RS";4308458;"Fortaleza dos Valos";"Estadual";8,116282;6,2
"RS";4308458;"Fortaleza dos Valos";"Municipal";5,515046;6,4
"RS";4308458;"Fortaleza dos Valos";"Pública";6,620573;6,5
"RS";4308508;"Frederico Westphalen";"Estadual";7,191529;6,5
"RS";4308508;"Frederico Westphalen";"Municipal";6,088914;6,1
"RS";4308508;"Frederico Westphalen";"Pública";6,911133;6,5
"RS";4308607;"Garibaldi";"Estadual";6,805174;6,9
"RS";4308607;"Garibaldi";"Municipal";6,468683;5,9
"RS";4308607;"Garibaldi";"Pública";6,60279;6,3
"RS";4308656;"Garruchos";"Estadual";6,410382;5
"RS";4308656;"Garruchos";"Pública";6,410382;5,1
"RS";4308706;"Gaurama";"Estadual";7,869768;5,8
"RS";4308706;"Gaurama";"Municipal";7,512047;5,9
"RS";4308706;"Gaurama";"Pública";7,658559;5,8
"RS";4308805;"General Câmara";"Estadual";5,859139;5,5
"RS";4308805;"General Câmara";"Municipal";;5
"RS";4308805;"General Câmara";"Pública";5,859139;5,5
"RS";4308854;"Gentil";"Municipal";6,422274;7,1
"RS";4308854;"Gentil";"Pública";6,422274;6,4
"RS";4308904;"Getúlio Vargas";"Estadual";6,89501;6,1
"RS";4308904;"Getúlio Vargas";"Municipal";6,647018;6,1
"RS";4308904;"Getúlio Vargas";"Pública";6,776126;6,1
"RS";4309001;"Giruá";"Estadual";6,932538;6,1
"RS";4309001;"Giruá";"Municipal";6,122715;5,2
"RS";4309001;"Giruá";"Pública";6,665042;5,7
"RS";4309050;"Glorinha";"Estadual";;5,5
"RS";4309050;"Glorinha";"Municipal";6,496637;5,9
"RS";4309050;"Glorinha";"Pública";6,496637;5,7
"RS";4309100;"Gramado";"Estadual";6,498755;5,9
"RS";4309100;"Gramado";"Municipal";6,224373;6
"RS";4309100;"Gramado";"Pública";6,264332;6
"RS";4309126;"Gramado dos Loureiros";"Municipal";;5,9
"RS";4309159;"Gramado Xavier";"Estadual";6,749133;5,2
"RS";4309159;"Gramado Xavier";"Municipal";;6
"RS";4309159;"Gramado Xavier";"Pública";6,749133;5,1
"RS";4309209;"Gravataí";"Estadual";6,289594;6,2
"RS";4309209;"Gravataí";"Municipal";6,192754;6
"RS";4309209;"Gravataí";"Pública";6,212233;6,1
"RS";4309258;"Guabiju";"Municipal";;6,7
"RS";4309258;"Guabiju";"Pública";;5,7
"RS";4309308;"Guaíba";"Estadual";5,970415;6
"RS";4309308;"Guaíba";"Municipal";6,101137;6,1
"RS";4309308;"Guaíba";"Pública";6,050673;6,1
"RS";4309407;"Guaporé";"Estadual";6,703171;6,8
"RS";4309407;"Guaporé";"Municipal";6,696739;6,3
"RS";4309407;"Guaporé";"Pública";6,698707;6,6
"RS";4309506;"Guarani das Missões";"Estadual";6,683931;5,5
"RS";4309506;"Guarani das Missões";"Municipal";6,278883;6,4
"RS";4309506;"Guarani das Missões";"Pública";6,453436;5,6
"RS";4309555;"Harmonia";"Estadual";7,539665;6,7
"RS";4309555;"Harmonia";"Municipal";;7
"RS";4309555;"Harmonia";"Pública";7,539665;6,9
"RS";4309571;"Herveiras";"Estadual";6,046471;6
"RS";4309571;"Herveiras";"Pública";6,046471;6
"RS";4309605;"Horizontina";"Estadual";;6,6
"RS";4309605;"Horizontina";"Municipal";6,694462;6,4
"RS";4309605;"Horizontina";"Pública";6,676171;6,5
"RS";4309654;"Hulha Negra";"Estadual";6,613684;6,1
"RS";4309654;"Hulha Negra";"Municipal";5,871529;5,7
"RS";4309654;"Hulha Negra";"Pública";5,999036;5,5
"RS";4309704;"Humaitá";"Estadual";6,692607;6,7
"RS";4309704;"Humaitá";"Municipal";6,915859;7,3
"RS";4309704;"Humaitá";"Pública";6,839817;7,3
"RS";4309753;"Ibarama";"Estadual";;6,9
"RS";4309753;"Ibarama";"Pública";;6,6
"RS";4309803;"Ibiaçá";"Estadual";7,27726;6,8
"RS";4309803;"Ibiaçá";"Municipal";6,342578;5,8
"RS";4309803;"Ibiaçá";"Pública";6,698677;6,8
"RS";4309902;"Ibiraiaras";"Estadual";6,361316;5,9
"RS";4309902;"Ibiraiaras";"Municipal";;6,3
"RS";4309902;"Ibiraiaras";"Pública";6,413724;6,1
"RS";4309951;"Ibirapuitã";"Estadual";6,566645;5,4
"RS";4309951;"Ibirapuitã";"Municipal";;5,8
"RS";4309951;"Ibirapuitã";"Pública";5,957866;5,3
"RS";4310009;"Ibirubá";"Estadual";6,700492;6,6
"RS";4310009;"Ibirubá";"Municipal";6,399968;5,8
"RS";4310009;"Ibirubá";"Pública";6,608367;6,5
"RS";4310108;"Igrejinha";"Estadual";6,647269;6,4
"RS";4310108;"Igrejinha";"Municipal";7,03021;6,5
"RS";4310108;"Igrejinha";"Pública";6,954885;6,5
"RS";4310207;"Ijuí";"Estadual";6,801493;6
"RS";4310207;"Ijuí";"Municipal";7,441092;5,9
"RS";4310207;"Ijuí";"Pública";7,153404;5,9
"RS";4310306;"Ilópolis";"Estadual";8,020377;6,6
"RS";4310306;"Ilópolis";"Municipal";7,597201;6,2
"RS";4310306;"Ilópolis";"Pública";7,772264;6,6
"RS";4310330;"Imbé";"Estadual";6,553958;6,5
"RS";4310330;"Imbé";"Municipal";6,135257;6,1
"RS";4310330;"Imbé";"Pública";6,198837;6
"RS";4310363;"Imigrante";"Estadual";;6,3
"RS";4310363;"Imigrante";"Municipal";6,837575;7,5
"RS";4310363;"Imigrante";"Pública";6,837575;7,1
"RS";4310405;"Independência";"Estadual";6,970123;6,6
"RS";4310405;"Independência";"Municipal";6,349432;5,5
"RS";4310405;"Independência";"Pública";6,524388;6,1
"RS";4310413;"Inhacorá";"Municipal";6,281639;5,8
"RS";4310413;"Inhacorá";"Pública";6,281639;5,8
"RS";4310439;"Ipê";"Estadual";;6,7
"RS";4310439;"Ipê";"Municipal";7,498893;6,3
"RS";4310439;"Ipê";"Pública";7,37582;6,7
"RS";4310462;"Ipiranga do Sul";"Municipal";7,488785;6,9
"RS";4310462;"Ipiranga do Sul";"Pública";7,488785;6,9
"RS";4310504;"Iraí";"Estadual";6,163906;5,4
"RS";4310504;"Iraí";"Municipal";;5,3
"RS";4310504;"Iraí";"Pública";6,163906;5,6
"RS";4310538;"Itaara";"Municipal";6,057532;6,2
"RS";4310538;"Itaara";"Pública";6,057532;6,2
"RS";4310553;"Itacurubi";"Estadual";;6,7
"RS";4310553;"Itacurubi";"Municipal";5,269778;5,7
"RS";4310553;"Itacurubi";"Pública";5,269778;5,8
"RS";4310579;"Itapuca";"Municipal";;5,7
"RS";4310579;"Itapuca";"Pública";;5,6
"RS";4310603;"Itaqui";"Estadual";6,130796;6,4
"RS";4310603;"Itaqui";"Municipal";5,414624;5,4
"RS";4310603;"Itaqui";"Pública";5,754686;5,9
"RS";4310652;"Itati";"Estadual";;6,2
"RS";4310652;"Itati";"Pública";;6,1
"RS";4310702;"Itatiba do Sul";"Estadual";7,869684;5,8
"RS";4310702;"Itatiba do Sul";"Municipal";6,567666;6,1
"RS";4310702;"Itatiba do Sul";"Pública";7,26524;5,8
"RS";4310751;"Ivorá";"Estadual";7,164561;6,6
"RS";4310751;"Ivorá";"Municipal";;6,6
"RS";4310751;"Ivorá";"Pública";7,164561;6,5
"RS";4310801;"Ivoti";"Estadual";;6,1
"RS";4310801;"Ivoti";"Municipal";7,269769;6,5
"RS";4310801;"Ivoti";"Pública";7,269769;6,5
"RS";4310850;"Jaboticaba";"Estadual";6,817583;6,2
"RS";4310850;"Jaboticaba";"Municipal";7,077173;6
"RS";4310850;"Jaboticaba";"Pública";6,986348;6
"RS";4310876;"Jacuizinho";"Estadual";;
"RS";4310876;"Jacuizinho";"Municipal";5,604622;4,8
"RS";4310876;"Jacuizinho";"Pública";5,604622;4,8
"RS";4310900;"Jacutinga";"Estadual";7,048724;6,2
"RS";4310900;"Jacutinga";"Municipal";;6,4
"RS";4310900;"Jacutinga";"Pública";7,274745;6,3
"RS";4311007;"Jaguarão";"Estadual";6,537595;6,4
"RS";4311007;"Jaguarão";"Municipal";5,810314;5,1
"RS";4311007;"Jaguarão";"Pública";6,216912;5,8
"RS";4311106;"Jaguari";"Estadual";6,948202;5,7
"RS";4311106;"Jaguari";"Municipal";6,045322;6
"RS";4311106;"Jaguari";"Pública";6,34261;5,8
"RS";4311122;"Jaquirana";"Estadual";5,744475;5,8
"RS";4311122;"Jaquirana";"Municipal";5,943899;4,9
"RS";4311122;"Jaquirana";"Pública";5,868806;5,7
"RS";4311130;"Jari";"Estadual";;5,7
"RS";4311130;"Jari";"Municipal";;5,4
"RS";4311130;"Jari";"Pública";;6
"RS";4311155;"Jóia";"Estadual";6,766076;6,8
"RS";4311155;"Jóia";"Pública";6,766076;6,8
"RS";4311205;"Júlio de Castilhos";"Estadual";5,935165;6
"RS";4311205;"Júlio de Castilhos";"Municipal";5,655033;5,1
"RS";4311205;"Júlio de Castilhos";"Pública";5,827582;5,9
"RS";4311239;"Lagoa Bonita do Sul";"Estadual";;6,2
"RS";4311239;"Lagoa Bonita do Sul";"Municipal";;6,4
"RS";4311239;"Lagoa Bonita do Sul";"Pública";;6,2
"RS";4311254;"Lagoão";"Estadual";6,626455;6,3
"RS";4311254;"Lagoão";"Municipal";;5,9
"RS";4311254;"Lagoão";"Pública";6,626455;6,1
"RS";4311270;"Lagoa dos Três Cantos";"Estadual";7,216108;7,5
"RS";4311270;"Lagoa dos Três Cantos";"Pública";7,216108;7,5
"RS";4311304;"Lagoa Vermelha";"Estadual";6,365474;6,1
"RS";4311304;"Lagoa Vermelha";"Municipal";5,34767;5,6
"RS";4311304;"Lagoa Vermelha";"Pública";6,052932;6,1
"RS";4311403;"Lajeado";"Estadual";6,364462;6,3
"RS";4311403;"Lajeado";"Municipal";6,848319;6,5
"RS";4311403;"Lajeado";"Pública";6,676978;6,4
"RS";4311429;"Lajeado do Bugre";"Estadual";5,740389;5,8
"RS";4311429;"Lajeado do Bugre";"Pública";5,740389;5,8
"RS";4311502;"Lavras do Sul";"Estadual";5,768765;5,3
"RS";4311502;"Lavras do Sul";"Municipal";5,703325;5,1
"RS";4311502;"Lavras do Sul";"Pública";5,725205;5,4
"RS";4311601;"Liberato Salzano";"Estadual";6,373695;5,8
"RS";4311601;"Liberato Salzano";"Municipal";;5,6
"RS";4311601;"Liberato Salzano";"Pública";6,373695;5,9
"RS";4311627;"Lindolfo Collor";"Estadual";6,36174;5,7
"RS";4311627;"Lindolfo Collor";"Municipal";6,998627;6,4
"RS";4311627;"Lindolfo Collor";"Pública";6,853337;6,3
"RS";4311643;"Linha Nova";"Estadual";;
"RS";4311643;"Linha Nova";"Municipal";7,571763;
"RS";4311643;"Linha Nova";"Pública";7,571763;
"RS";4311700;"Machadinho";"Estadual";7,845331;6,7
"RS";4311700;"Machadinho";"Municipal";6,698276;6,1
"RS";4311700;"Machadinho";"Pública";7,037692;6,3
"RS";4311718;"Maçambará";"Estadual";5,93091;6
"RS";4311718;"Maçambará";"Municipal";4,944431;4,8
"RS";4311718;"Maçambará";"Pública";5,303233;6
"RS";4311734;"Mampituba";"Municipal";6,207765;5,8
"RS";4311734;"Mampituba";"Pública";6,207765;5,8
"RS";4311759;"Manoel Viana";"Estadual";6,283134;6,1
"RS";4311759;"Manoel Viana";"Municipal";5,046114;5,3
"RS";4311759;"Manoel Viana";"Pública";5,927554;5,8
"RS";4311775;"Maquiné";"Estadual";5,791399;6,1
"RS";4311775;"Maquiné";"Municipal";;5,8
"RS";4311775;"Maquiné";"Pública";5,791399;6
"RS";4311791;"Maratá";"Estadual";;6,4
"RS";4311791;"Maratá";"Pública";;6,6
"RS";4311809;"Marau";"Estadual";7,029384;6,5
"RS";4311809;"Marau";"Municipal";6,262841;6,3
"RS";4311809;"Marau";"Pública";6,498744;6,4
"RS";4311908;"Marcelino Ramos";"Estadual";;6,1
"RS";4311908;"Marcelino Ramos";"Pública";;6,1
"RS";4311981;"Mariana Pimentel";"Estadual";;5,7
"RS";4311981;"Mariana Pimentel";"Municipal";;5,7
"RS";4311981;"Mariana Pimentel";"Pública";;5,7
"RS";4312005;"Mariano Moro";"Estadual";7,176304;7
"RS";4312005;"Mariano Moro";"Pública";7,176304;7
"RS";4312054;"Marques de Souza";"Municipal";6,429744;6,8
"RS";4312054;"Marques de Souza";"Pública";6,429744;6,6
"RS";4312104;"Mata";"Estadual";6,93009;5,4
"RS";4312104;"Mata";"Municipal";5,64865;5,7
"RS";4312104;"Mata";"Pública";6,425207;5,6
"RS";4312138;"Mato Castelhano";"Estadual";;5,5
"RS";4312138;"Mato Castelhano";"Pública";;5,8
"RS";4312153;"Mato Leitão";"Estadual";7,235105;7
"RS";4312153;"Mato Leitão";"Municipal";7,010193;6,3
"RS";4312153;"Mato Leitão";"Pública";7,152748;7
"RS";4312179;"Mato Queimado";"Municipal";6,384381;6,2
"RS";4312179;"Mato Queimado";"Pública";6,384381;6,2
"RS";4312203;"Maximiliano de Almeida";"Estadual";6,703876;6,1
"RS";4312203;"Maximiliano de Almeida";"Municipal";;5
"RS";4312203;"Maximiliano de Almeida";"Pública";6,346019;6
"RS";4312252;"Minas do Leão";"Estadual";5,60126;5,4
"RS";4312252;"Minas do Leão";"Municipal";6,604724;5,5
"RS";4312252;"Minas do Leão";"Pública";6,190366;5,4
"RS";4312302;"Miraguaí";"Estadual";5,834434;6,4
"RS";4312302;"Miraguaí";"Municipal";;5,1
"RS";4312302;"Miraguaí";"Pública";6,097039;6,4
"RS";4312351;"Montauri";"Municipal";7,477498;7,1
"RS";4312351;"Montauri";"Pública";7,477498;7,1
"RS";4312377;"Monte Alegre dos Campos";"Municipal";;4,8
"RS";4312377;"Monte Alegre dos Campos";"Pública";;4,8
"RS";4312385;"Monte Belo do Sul";"Estadual";;7,4
"RS";4312385;"Monte Belo do Sul";"Pública";;7,4
"RS";4312401;"Montenegro";"Estadual";6,047851;5,8
"RS";4312401;"Montenegro";"Municipal";6,030453;6,2
"RS";4312401;"Montenegro";"Pública";6,04075;6
"RS";4312427;"Mormaço";"Estadual";6,961697;7,2
"RS";4312427;"Mormaço";"Municipal";;5,9
"RS";4312427;"Mormaço";"Pública";6,961697;7,1
"RS";4312443;"Morrinhos do Sul";"Estadual";7,604697;7,6
"RS";4312443;"Morrinhos do Sul";"Municipal";;6,2
"RS";4312443;"Morrinhos do Sul";"Pública";7,604697;7,5
"RS";4312450;"Morro Redondo";"Estadual";6,494302;6,1
"RS";4312450;"Morro Redondo";"Municipal";6,220663;5,9
"RS";4312450;"Morro Redondo";"Pública";6,266205;6
"RS";4312476;"Morro Reuter";"Estadual";7,085502;6,8
"RS";4312476;"Morro Reuter";"Municipal";6,204907;6,6
"RS";4312476;"Morro Reuter";"Pública";6,623081;6,8
"RS";4312500;"Mostardas";"Estadual";;5,3
"RS";4312500;"Mostardas";"Municipal";5,8835;6,2
"RS";4312500;"Mostardas";"Pública";6,050917;5,8
"RS";4312609;"Muçum";"Estadual";6,269037;6,1
"RS";4312609;"Muçum";"Municipal";6,531393;6,6
"RS";4312609;"Muçum";"Pública";6,416233;6,3
"RS";4312617;"Muitos Capões";"Estadual";;5,8
"RS";4312617;"Muitos Capões";"Municipal";7,015056;5,8
"RS";4312617;"Muitos Capões";"Pública";7,015056;5,8
"RS";4312625;"Muliterno";"Estadual";;5,6
"RS";4312625;"Muliterno";"Pública";;5,9
"RS";4312658;"Não-Me-Toque";"Estadual";7,285411;6,8
"RS";4312658;"Não-Me-Toque";"Municipal";6,285627;6,1
"RS";4312658;"Não-Me-Toque";"Pública";6,65827;6,4
"RS";4312674;"Nicolau Vergueiro";"Estadual";6,552219;6,2
"RS";4312674;"Nicolau Vergueiro";"Pública";6,552219;6,2
"RS";4312708;"Nonoai";"Estadual";7,235938;6,2
"RS";4312708;"Nonoai";"Municipal";5,992473;5,3
"RS";4312708;"Nonoai";"Pública";6,727196;5,8
"RS";4312757;"Nova Alvorada";"Estadual";7,193586;6,9
"RS";4312757;"Nova Alvorada";"Municipal";;7,2
"RS";4312757;"Nova Alvorada";"Pública";7,193586;7
"RS";4312807;"Nova Araçá";"Estadual";;6,7
"RS";4312807;"Nova Araçá";"Municipal";6,548119;6,2
"RS";4312807;"Nova Araçá";"Pública";6,548119;6,6
"RS";4312906;"Nova Bassano";"Estadual";6,348605;6,7
"RS";4312906;"Nova Bassano";"Municipal";7,177623;6,6
"RS";4312906;"Nova Bassano";"Pública";6,75203;6,7
"RS";4312955;"Nova Boa Vista";"Municipal";6,798668;7
"RS";4312955;"Nova Boa Vista";"Pública";6,798668;7,1
"RS";4313003;"Nova Bréscia";"Estadual";;6,8
"RS";4313003;"Nova Bréscia";"Municipal";7,557593;
"RS";4313003;"Nova Bréscia";"Pública";7,557593;6,8
"RS";4313011;"Nova Candelária";"Estadual";6,637754;6,3
"RS";4313011;"Nova Candelária";"Pública";6,637754;6,2
"RS";4313037;"Nova Esperança do Sul";"Estadual";6,492121;6,5
"RS";4313037;"Nova Esperança do Sul";"Municipal";5,789299;5,6
"RS";4313037;"Nova Esperança do Sul";"Pública";6,046124;6,1
"RS";4313060;"Nova Hartz";"Estadual";6,356993;6,3
"RS";4313060;"Nova Hartz";"Municipal";6,593818;6,1
"RS";4313060;"Nova Hartz";"Pública";6,551722;6,1
"RS";4313086;"Nova Pádua";"Estadual";6,901722;7
"RS";4313086;"Nova Pádua";"Pública";6,901722;7
"RS";4313102;"Nova Palma";"Estadual";7,975559;6,6
"RS";4313102;"Nova Palma";"Municipal";;5,5
"RS";4313102;"Nova Palma";"Pública";6,714043;5,6
"RS";4313201;"Nova Petrópolis";"Estadual";7,270487;6,5
"RS";4313201;"Nova Petrópolis";"Municipal";7,462687;6,6
"RS";4313201;"Nova Petrópolis";"Pública";7,375675;6,6
"RS";4313300;"Nova Prata";"Estadual";6,636901;7
"RS";4313300;"Nova Prata";"Municipal";6,745101;5,9
"RS";4313300;"Nova Prata";"Pública";6,691001;6,5
"RS";4313334;"Nova Ramada";"Estadual";;7,5
"RS";4313334;"Nova Ramada";"Municipal";;7,2
"RS";4313334;"Nova Ramada";"Pública";;7,1
"RS";4313359;"Nova Roma do Sul";"Estadual";7,087706;7
"RS";4313359;"Nova Roma do Sul";"Pública";7,087706;7
"RS";4313375;"Nova Santa Rita";"Estadual";;5,9
"RS";4313375;"Nova Santa Rita";"Municipal";5,979699;6
"RS";4313375;"Nova Santa Rita";"Pública";6,001616;6,1
"RS";4313409;"Novo Hamburgo";"Estadual";6,431464;6,6
"RS";4313409;"Novo Hamburgo";"Municipal";6,389849;6,3
"RS";4313409;"Novo Hamburgo";"Pública";6,393876;6,3
"RS";4313425;"Novo Machado";"Estadual";6,493422;6,4
"RS";4313425;"Novo Machado";"Pública";6,493422;6,4
"RS";4313441;"Novo Tiradentes";"Estadual";5,832734;6,5
"RS";4313441;"Novo Tiradentes";"Municipal";5,745373;6,1
"RS";4313441;"Novo Tiradentes";"Pública";5,789053;6,5
"RS";4313466;"Novo Xingu";"Estadual";6,203617;4,9
"RS";4313466;"Novo Xingu";"Pública";6,203617;5,8
"RS";4313490;"Novo Barreiro";"Estadual";;6,3
"RS";4313490;"Novo Barreiro";"Pública";;6,1
"RS";4313508;"Osório";"Estadual";6,619319;6,3
"RS";4313508;"Osório";"Municipal";6,31518;6
"RS";4313508;"Osório";"Pública";6,460791;6,2
"RS";4313607;"Paim Filho";"Estadual";7,299917;5,9
"RS";4313607;"Paim Filho";"Municipal";6,212484;5,2
"RS";4313607;"Paim Filho";"Pública";6,683657;5,6
"RS";4313656;"Palmares do Sul";"Estadual";6,31107;6,8
