"SG_UF";"CO_MUNICIPIO";"NO_MUNICIPIO";"REDE";"VL_OBSERVADO_2019";"VL_PROJECAO_2019"
"SP";3502408;"Anhumas";"Estadual";"5,6";"6"
"SP";3502408;"Anhumas";"Pública";"5,6";"6"
"SP";3502507;"Aparecida";"Estadual";;"5,6"
"SP";3502507;"Aparecida";"Municipal";"5,6";"6"
"SP";3502507;"Aparecida";"Pública";"5,6";"5,8"
"SP";3502606;"Aparecida d'Oeste";"Estadual";"5,5";"6,5"
"SP";3502606;"Aparecida d'Oeste";"Pública";"5,5";"6,5"
"SP";3502705;"Apiaí";"Estadual";"5,5";"6,1"
"SP";3502705;"Apiaí";"Pública";"5,5";"6,1"
"SP";3502754;"Araçariguama";"Municipal";"4,9";"5,7"
"SP";3502754;"Araçariguama";"Pública";"4,9";"5,7"
"SP";3502804;"Araçatuba";"Estadual";"5,4";"5,8"
"SP";3502804;"Araçatuba";"Pública";"5,4";"5,8"
"SP";3502903;"Araçoiaba da Serra";"Estadual";;"5,2"
"SP";3502903;"Araçoiaba da Serra";"Municipal";"5,2";"6"
"SP";3502903;"Araçoiaba da Serra";"Pública";"5,2";"5,9"
"SP";3503000;"Aramina";"Estadual";"4,5";"6,2"
"SP";3503000;"Aramina";"Pública";"4,5";"6,2"
"SP";3503109;"Arandu";"Estadual";"5";"5,2"
"SP";3503109;"Arandu";"Pública";"5";"5,2"
"SP";3503158;"Arapeí";"Municipal";"4,9";"4,2"
"SP";3503158;"Arapeí";"Pública";"4,9";"4,2"
"SP";3503208;"Araraquara";"Estadual";"5,4";"6,4"
"SP";3503208;"Araraquara";"Municipal";"5,2";"5,9"
"SP";3503208;"Araraquara";"Pública";"5,3";"6,4"
"SP";3503307;"Araras";"Estadual";"5,7";"6"
"SP";3503307;"Araras";"Municipal";"5,6";"5,8"
"SP";3503307;"Araras";"Pública";"5,6";"6"
"SP";3503356;"Arco-Íris";"Estadual";"5,9";"5,7"
"SP";3503356;"Arco-Íris";"Pública";"5,9";"5,7"
"SP";3503406;"Arealva";"Estadual";"5,3";"6"
"SP";3503406;"Arealva";"Pública";"5,3";"6"
"SP";3503505;"Areias";"Municipal";"4,5";"5,4"
"SP";3503505;"Areias";"Pública";"4,5";"5,4"
"SP";3503604;"Areiópolis";"Municipal";"5,2";"5,4"
"SP";3503604;"Areiópolis";"Pública";"5,2";"5,4"
"SP";3503703;"Ariranha";"Estadual";"5,8";"6"
"SP";3503703;"Ariranha";"Pública";"5,8";"6"
"SP";3503802;"Artur Nogueira";"Estadual";"5,7";"5,9"
"SP";3503802;"Artur Nogueira";"Pública";"5,7";"5,9"
"SP";3503901;"Arujá";"Estadual";"5,3";"5,9"
"SP";3503901;"Arujá";"Pública";"5,3";"5,9"
"SP";3503950;"Aspásia";"Estadual";"6,3";"6,4"
"SP";3503950;"Aspásia";"Pública";"6,3";"6,4"
"SP";3504008;"Assis";"Estadual";"5,3";"6,1"
"SP";3504008;"Assis";"Municipal";;"5,1"
"SP";3504008;"Assis";"Pública";"5,3";"6"
"SP";3504107;"Atibaia";"Estadual";"5,5";"5,9"
"SP";3504107;"Atibaia";"Pública";"5,5";"5,9"
"SP";3504206;"Auriflama";"Estadual";"5,6";"6,2"
"SP";3504206;"Auriflama";"Pública";"5,6";"6,2"
"SP";3504305;"Avaí";"Estadual";"4,9";"5,7"
"SP";3504305;"Avaí";"Pública";"4,9";"5,7"
"SP";3504404;"Avanhandava";"Estadual";"4,8";"5,5"
"SP";3504404;"Avanhandava";"Pública";"4,8";"5,5"
"SP";3504503;"Avaré";"Estadual";"5,3";"5,7"
"SP";3504503;"Avaré";"Pública";"5,3";"5,7"
"SP";3504602;"Bady Bassitt";"Estadual";"5,4";"6,5"
"SP";3504602;"Bady Bassitt";"Municipal";"5,5";"5,7"
"SP";3504602;"Bady Bassitt";"Pública";"5,4";"6,5"
"SP";3504701;"Balbinos";"Estadual";"5,4";"6"
"SP";3504701;"Balbinos";"Pública";"5,4";"6"
"SP";3504800;"Bálsamo";"Estadual";"5,3";"6,5"
"SP";3504800;"Bálsamo";"Pública";"5,3";"6,5"
"SP";3504909;"Bananal";"Municipal";"4,3";"5,6"
"SP";3504909;"Bananal";"Pública";"4,3";"5,6"
"SP";3505005;"Barão de Antonina";"Estadual";"5";"5,7"
"SP";3505005;"Barão de Antonina";"Pública";"5";"5,7"
"SP";3505104;"Barbosa";"Estadual";"4,7";"5,2"
"SP";3505104;"Barbosa";"Pública";"4,7";"5,2"
"SP";3505203;"Bariri";"Estadual";"5,7";"5,5"
"SP";3505203;"Bariri";"Municipal";"5,5";"6,7"
"SP";3505203;"Bariri";"Pública";"5,6";"5,8"
"SP";3505302;"Barra Bonita";"Estadual";"5,4";"6"
"SP";3505302;"Barra Bonita";"Pública";"5,4";"6"
"SP";3505351;"Barra do Chapéu";"Estadual";"4,9";"5,8"
"SP";3505351;"Barra do Chapéu";"Pública";"4,9";"5,8"
"SP";3505401;"Barra do Turvo";"Estadual";"4,6";"4,8"
"SP";3505401;"Barra do Turvo";"Pública";"4,6";"4,8"
"SP";3505500;"Barretos";"Estadual";"5,7";"5,9"
"SP";3505500;"Barretos";"Municipal";"5,1";"5,2"
"SP";3505500;"Barretos";"Pública";"5,6";"5,8"
"SP";3505609;"Barrinha";"Estadual";;"5,7"
"SP";3505609;"Barrinha";"Municipal";"5,8";"5,6"
"SP";3505609;"Barrinha";"Pública";"5,8";"5,7"
"SP";3505708;"Barueri";"Municipal";"5,8";"5,9"
"SP";3505708;"Barueri";"Pública";"5,8";"5,9"
"SP";3505807;"Bastos";"Estadual";"5,5";"5,7"
"SP";3505807;"Bastos";"Pública";"5,5";"5,7"
"SP";3505906;"Batatais";"Estadual";"5,1";"6,2"
"SP";3505906;"Batatais";"Municipal";"5,3";"5,5"
"SP";3505906;"Batatais";"Pública";"5,2";"6,2"
"SP";3506003;"Bauru";"Estadual";"4,9";"5,9"
"SP";3506003;"Bauru";"Municipal";"5";"6,1"
"SP";3506003;"Bauru";"Pública";"4,9";"5,9"
"SP";3506102;"Bebedouro";"Estadual";"5,1";"5,9"
"SP";3506102;"Bebedouro";"Municipal";;"6"
"SP";3506102;"Bebedouro";"Pública";"5,1";"5,9"
"SP";3506201;"Bento de Abreu";"Estadual";"5,1";"5,8"
"SP";3506201;"Bento de Abreu";"Pública";"5,1";"5,8"
"SP";3506300;"Bernardino de Campos";"Estadual";"5,4";"6,2"
"SP";3506300;"Bernardino de Campos";"Pública";"5,4";"6,2"
"SP";3506359;"Bertioga";"Estadual";"5";"5,2"
"SP";3506359;"Bertioga";"Pública";"5";"5,2"
"SP";3506409;"Bilac";"Estadual";"5,9";"7"
"SP";3506409;"Bilac";"Pública";"5,9";"7"
"SP";3506508;"Birigui";"Estadual";"5,6";"6,2"
"SP";3506508;"Birigui";"Pública";"5,6";"6,2"
"SP";3506607;"Biritiba Mirim";"Estadual";"5";"5,4"
"SP";3506607;"Biritiba Mirim";"Pública";"5";"5,4"
"SP";3506706;"Boa Esperança do Sul";"Municipal";"4,4";"5,5"
"SP";3506706;"Boa Esperança do Sul";"Pública";"4,4";"5,5"
"SP";3506805;"Bocaina";"Estadual";"5,1";"5,9"
"SP";3506805;"Bocaina";"Pública";"5,1";"5,9"
"SP";3506904;"Bofete";"Estadual";"6,2";"6,2"
"SP";3506904;"Bofete";"Municipal";"5";"4,4"
"SP";3506904;"Bofete";"Pública";"5,3";"5,6"
"SP";3507001;"Boituva";"Municipal";"5,4";"5,9"
"SP";3507001;"Boituva";"Pública";"5,4";"5,9"
"SP";3507100;"Bom Jesus dos Perdões";"Estadual";"5,2";"6"
"SP";3507100;"Bom Jesus dos Perdões";"Pública";"5,2";"6"
"SP";3507159;"Bom Sucesso de Itararé";"Estadual";"5,6";"5,7"
"SP";3507159;"Bom Sucesso de Itararé";"Pública";"5,6";"5,7"
"SP";3507209;"Borá";"Estadual";"5,1";"6,3"
"SP";3507209;"Borá";"Pública";"5,1";"6,3"
"SP";3507308;"Boracéia";"Estadual";"5,6";"5,4"
"SP";3507308;"Boracéia";"Pública";"5,6";"5,4"
"SP";3507407;"Borborema";"Estadual";"5,3";"6,1"
"SP";3507407;"Borborema";"Pública";"5,3";"6,1"
"SP";3507456;"Borebi";"Municipal";;"5,4"
"SP";3507456;"Borebi";"Pública";;"5,4"
"SP";3507506;"Botucatu";"Estadual";"4,8";"5,5"
"SP";3507506;"Botucatu";"Municipal";"5,2";"5,3"
"SP";3507506;"Botucatu";"Pública";"4,9";"5,5"
"SP";3507605;"Bragança Paulista";"Estadual";"5,4";"5,8"
"SP";3507605;"Bragança Paulista";"Pública";"5,4";"5,8"
"SP";3507704;"Braúna";"Estadual";"5,3";"5,9"
"SP";3507704;"Braúna";"Pública";"5,3";"5,9"
"SP";3507753;"Brejo Alegre";"Estadual";"5,6";"5,3"
"SP";3507753;"Brejo Alegre";"Pública";"5,6";"5,3"
"SP";3507803;"Brodowski";"Estadual";;"5,4"
"SP";3507803;"Brodowski";"Municipal";"5";"6,2"
"SP";3507803;"Brodowski";"Pública";"4,9";"5,9"
"SP";3507902;"Brotas";"Estadual";"4,6";"5,5"
"SP";3507902;"Brotas";"Municipal";"5,9";"6,5"
"SP";3507902;"Brotas";"Pública";"5";"5,5"
"SP";3508009;"Buri";"Municipal";"5";"5,5"
"SP";3508009;"Buri";"Pública";"5";"5,5"
"SP";3508108;"Buritama";"Estadual";"5,7";"5,9"
"SP";3508108;"Buritama";"Pública";"5,7";"5,9"
"SP";3508207;"Buritizal";"Municipal";;"5,2"
"SP";3508207;"Buritizal";"Pública";;"5,2"
"SP";3508306;"Cabrália Paulista";"Estadual";"4,9";"5,2"
"SP";3508306;"Cabrália Paulista";"Pública";"4,9";"5,2"
"SP";3508405;"Cabreúva";"Estadual";"5,3";"5,9"
"SP";3508405;"Cabreúva";"Pública";"5,3";"5,9"
"SP";3508504;"Caçapava";"Estadual";"5,2";"5,7"
"SP";3508504;"Caçapava";"Municipal";"5,1";"5,5"
"SP";3508504;"Caçapava";"Pública";"5,2";"5,7"
"SP";3508603;"Cachoeira Paulista";"Estadual";"5,2";"5,3"
"SP";3508603;"Cachoeira Paulista";"Municipal";;"4,9"
"SP";3508603;"Cachoeira Paulista";"Pública";"5";"5,3"
"SP";3508702;"Caconde";"Estadual";"5,1";"6,1"
"SP";3508702;"Caconde";"Pública";"5,1";"6,1"
"SP";3508801;"Cafelândia";"Estadual";"4,8";"5,9"
"SP";3508801;"Cafelândia";"Pública";"4,8";"5,9"
"SP";3508900;"Caiabu";"Estadual";"5,2";"6"
"SP";3508900;"Caiabu";"Municipal";"4,5";"5,4"
"SP";3508900;"Caiabu";"Pública";"5";"5,8"
"SP";3509007;"Caieiras";"Estadual";"5,5";"5,7"
"SP";3509007;"Caieiras";"Pública";"5,5";"5,7"
"SP";3509106;"Caiuá";"Estadual";"5,9";"5,8"
"SP";3509106;"Caiuá";"Pública";"5,9";"5,8"
"SP";3509205;"Cajamar";"Estadual";"5,1";"5,3"
"SP";3509205;"Cajamar";"Municipal";"5,1";"5,1"
"SP";3509205;"Cajamar";"Pública";"5,1";"5,3"
"SP";3509254;"Cajati";"Estadual";"4,9";"5,3"
"SP";3509254;"Cajati";"Pública";"4,9";"5,3"
"SP";3509304;"Cajobi";"Municipal";"6";"5,9"
"SP";3509304;"Cajobi";"Pública";"6";"5,9"
"SP";3509403;"Cajuru";"Estadual";"4,7";"5,5"
"SP";3509403;"Cajuru";"Municipal";;"7,3"
"SP";3509403;"Cajuru";"Pública";"4,9";"5,6"
"SP";3509452;"Campina do Monte Alegre";"Estadual";;"5,7"
"SP";3509452;"Campina do Monte Alegre";"Municipal";"5,1";"5,5"
"SP";3509452;"Campina do Monte Alegre";"Pública";"5,1";"5,7"
"SP";3509502;"Campinas";"Estadual";"5,2";"5,8"
"SP";3509502;"Campinas";"Municipal";"5,1";"5,5"
"SP";3509502;"Campinas";"Pública";"5,2";"5,8"
"SP";3509601;"Campo Limpo Paulista";"Estadual";"4,9";"6"
"SP";3509601;"Campo Limpo Paulista";"Municipal";"5,3";"6"
"SP";3509601;"Campo Limpo Paulista";"Pública";"5,1";"6"
"SP";3509700;"Campos do Jordão";"Municipal";"5,7";"5,8"
"SP";3509700;"Campos do Jordão";"Pública";"5,7";"5,8"
"SP";3509809;"Campos Novos Paulista";"Estadual";"4,2";"5,9"
"SP";3509809;"Campos Novos Paulista";"Pública";"4,2";"5,9"
"SP";3509908;"Cananéia";"Estadual";"4,7";"6,3"
"SP";3509908;"Cananéia";"Pública";"4,7";"6,3"
"SP";3509957;"Canas";"Municipal";"4,8";"4,9"
"SP";3509957;"Canas";"Pública";"4,8";"4,9"
"SP";3510005;"Cândido Mota";"Estadual";"5,1";"5,8"
"SP";3510005;"Cândido Mota";"Pública";"5,1";"5,8"
"SP";3510104;"Cândido Rodrigues";"Municipal";"5,2";"6,2"
"SP";3510104;"Cândido Rodrigues";"Pública";"5,2";"6,2"
"SP";3510153;"Canitar";"Municipal";;"4,6"
"SP";3510153;"Canitar";"Pública";;"4,6"
"SP";3510203;"Capão Bonito";"Estadual";"5,5";"5,9"
"SP";3510203;"Capão Bonito";"Municipal";"5,4";"6,1"
"SP";3510203;"Capão Bonito";"Pública";"5,4";"5,9"
"SP";3510302;"Capela do Alto";"Estadual";;"5,2"
"SP";3510302;"Capela do Alto";"Municipal";"5,3";"5,3"
"SP";3510302;"Capela do Alto";"Pública";"5,3";"5,2"
"SP";3510401;"Capivari";"Estadual";"5,5";"6,3"
"SP";3510401;"Capivari";"Municipal";"5,4";"5,6"
"SP";3510401;"Capivari";"Pública";"5,5";"6,3"
"SP";3510500;"Caraguatatuba";"Estadual";"5,4";"5,9"
"SP";3510500;"Caraguatatuba";"Municipal";"5,7";"5,4"
"SP";3510500;"Caraguatatuba";"Pública";"5,6";"5,8"
"SP";3510609;"Carapicuíba";"Estadual";"5";"5,7"
"SP";3510609;"Carapicuíba";"Pública";"5";"5,7"
"SP";3510708;"Cardoso";"Estadual";"5,2";"6,1"
"SP";3510708;"Cardoso";"Municipal";"5,7";"5,8"
"SP";3510708;"Cardoso";"Pública";"5,6";"6,1"
"SP";3510807;"Casa Branca";"Estadual";"4,7";"5,8"
"SP";3510807;"Casa Branca";"Pública";"4,7";"5,8"
"SP";3510906;"Cássia dos Coqueiros";"Municipal";"5";"5,9"
"SP";3510906;"Cássia dos Coqueiros";"Pública";"5";"5,9"
"SP";3511003;"Castilho";"Estadual";"5,5";"5,5"
"SP";3511003;"Castilho";"Municipal";;
"SP";3511003;"Castilho";"Pública";"5,5";"5,5"
"SP";3511102;"Catanduva";"Estadual";"5,8";"6"
"SP";3511102;"Catanduva";"Municipal";"5";"5,6"
"SP";3511102;"Catanduva";"Pública";"5,5";"5,9"
"SP";3511201;"Catiguá";"Estadual";"5,4";"6,8"
"SP";3511201;"Catiguá";"Pública";"5,4";"6,8"
"SP";3511300;"Cedral";"Municipal";"6,5";"6,1"
"SP";3511300;"Cedral";"Pública";"6,5";"6,1"
"SP";3511409;"Cerqueira César";"Estadual";"4,9";"6,2"
"SP";3511409;"Cerqueira César";"Pública";"4,9";"6,2"
"SP";3511508;"Cerquilho";"Municipal";"6,3";"6"
"SP";3511508;"Cerquilho";"Pública";"6,3";"6"
"SP";3511607;"Cesário Lange";"Municipal";"5,1";"5,5"
"SP";3511607;"Cesário Lange";"Pública";"5,1";"5,6"
"SP";3511706;"Charqueada";"Estadual";"4,5";"5,7"
"SP";3511706;"Charqueada";"Municipal";"5,3";"6,2"
"SP";3511706;"Charqueada";"Pública";"5";"5,7"
"SP";3511904;"Clementina";"Estadual";"5,4";"5,9"
"SP";3511904;"Clementina";"Pública";"5,4";"5,9"
"SP";3512001;"Colina";"Estadual";;"5,6"
"SP";3512001;"Colina";"Municipal";"4,8";"5,3"
"SP";3512001;"Colina";"Pública";"4,8";"5,7"
"SP";3512100;"Colômbia";"Estadual";;"5,7"
"SP";3512100;"Colômbia";"Municipal";"6";"5,1"
"SP";3512100;"Colômbia";"Pública";"6";"5,7"
"SP";3512209;"Conchal";"Estadual";"5,4";"5,9"
"SP";3512209;"Conchal";"Municipal";"5,8";"5,6"
"SP";3512209;"Conchal";"Pública";"5,4";"5,9"
"SP";3512308;"Conchas";"Estadual";"5";"4,9"
"SP";3512308;"Conchas";"Municipal";"5,4";"5,4"
"SP";3512308;"Conchas";"Pública";"5,4";"4,9"
"SP";3512407;"Cordeirópolis";"Estadual";"4,9";"6,3"
"SP";3512407;"Cordeirópolis";"Pública";"4,9";"6,3"
"SP";3512506;"Coroados";"Estadual";"4,8";"5,8"
"SP";3512506;"Coroados";"Pública";"4,8";"5,8"
"SP";3512605;"Coronel Macedo";"Estadual";"5,3";"5,5"
"SP";3512605;"Coronel Macedo";"Pública";"5,3";"5,5"
"SP";3512704;"Corumbataí";"Municipal";"5,3";"5,1"
"SP";3512704;"Corumbataí";"Pública";"5,3";"5,1"
"SP";3512803;"Cosmópolis";"Estadual";"5,2";"5,8"
"SP";3512803;"Cosmópolis";"Municipal";"5,8";"6,2"
"SP";3512803;"Cosmópolis";"Pública";"5,7";"6"
"SP";3512902;"Cosmorama";"Estadual";"5,3";"6,6"
"SP";3512902;"Cosmorama";"Municipal";"5,6";"6,1"
"SP";3512902;"Cosmorama";"Pública";"5,4";"6,6"
"SP";3513009;"Cotia";"Estadual";"4,8";"5,6"
"SP";3513009;"Cotia";"Municipal";"4,5";"5,4"
"SP";3513009;"Cotia";"Pública";"4,8";"5,6"
"SP";3513108;"Cravinhos";"Estadual";"4,9";"5,3"
"SP";3513108;"Cravinhos";"Municipal";"5,3";"5,1"
"SP";3513108;"Cravinhos";"Pública";"4,9";"5,3"
"SP";3513207;"Cristais Paulista";"Municipal";"4,7";"5,7"
"SP";3513207;"Cristais Paulista";"Pública";"4,7";"5,7"
"SP";3513306;"Cruzália";"Estadual";"4,6";"5,5"
"SP";3513306;"Cruzália";"Pública";"4,6";"5,5"
"SP";3513405;"Cruzeiro";"Estadual";"5,1";"5,3"
"SP";3513405;"Cruzeiro";"Municipal";"5,1";"5,7"
"SP";3513405;"Cruzeiro";"Pública";"5,1";"5,4"
"SP";3513504;"Cubatão";"Estadual";"5,5";"5,4"
"SP";3513504;"Cubatão";"Municipal";"5";"5,6"
"SP";3513504;"Cubatão";"Pública";"5,2";"5,4"
"SP";3513603;"Cunha";"Estadual";"5,2";"5,8"
"SP";3513603;"Cunha";"Pública";"5,2";"5,8"
"SP";3513702;"Descalvado";"Estadual";;"6,4"
"SP";3513702;"Descalvado";"Municipal";"5,5";"5,4"
"SP";3513702;"Descalvado";"Pública";"5,5";"5,7"
"SP";3513801;"Diadema";"Estadual";"5,4";"5,6"
"SP";3513801;"Diadema";"Pública";"5,4";"5,6"
"SP";3513850;"Dirce Reis";"Estadual";"5,1";"6,3"
"SP";3513850;"Dirce Reis";"Pública";"5,1";"6,3"
"SP";3513900;"Divinolândia";"Estadual";"5,6";"5,7"
"SP";3513900;"Divinolândia";"Municipal";"4,5";"6,4"
"SP";3513900;"Divinolândia";"Pública";"5,3";"5,8"
"SP";3514007;"Dobrada";"Estadual";"5,3";"5,4"
"SP";3514007;"Dobrada";"Pública";"5,3";"5,4"
"SP";3514106;"Dois Córregos";"Estadual";"4,9";"6,1"
"SP";3514106;"Dois Córregos";"Municipal";"6,1";"6,8"
"SP";3514106;"Dois Córregos";"Pública";"5,4";"6,1"
"SP";3514205;"Dolcinópolis";"Estadual";"6,1";"7,1"
"SP";3514205;"Dolcinópolis";"Pública";"6,1";"7,1"
"SP";3514304;"Dourado";"Estadual";"5";"6,3"
"SP";3514304;"Dourado";"Municipal";"5,6";"6"
"SP";3514304;"Dourado";"Pública";"5,4";"6,1"
"SP";3514403;"Dracena";"Estadual";"5,4";"6,1"
"SP";3514403;"Dracena";"Municipal";;"5,7"
"SP";3514403;"Dracena";"Pública";"5,4";"6,1"
"SP";3514502;"Duartina";"Estadual";"5,3";"6,3"
"SP";3514502;"Duartina";"Pública";"5,3";"6,3"
"SP";3514601;"Dumont";"Estadual";;"6,5"
"SP";3514601;"Dumont";"Municipal";"5,3";"5,8"
"SP";3514601;"Dumont";"Pública";"5,3";"6,5"
"SP";3514700;"Echaporã";"Estadual";"4,5";"6,3"
"SP";3514700;"Echaporã";"Pública";"4,5";"6,3"
"SP";3514809;"Eldorado";"Estadual";"5";"5,4"
"SP";3514809;"Eldorado";"Pública";"5";"5,4"
"SP";3514908;"Elias Fausto";"Estadual";;"5,7"
"SP";3514908;"Elias Fausto";"Municipal";"5,2";"6,2"
"SP";3514908;"Elias Fausto";"Pública";"5,2";"5,7"
"SP";3514924;"Elisiário";"Municipal";"6,1";"6,3"
"SP";3514924;"Elisiário";"Pública";"6,1";"6,3"
"SP";3514957;"Embaúba";"Estadual";"5,8";"6,1"
"SP";3514957;"Embaúba";"Pública";"5,8";"6,1"
"SP";3515004;"Embu das Artes";"Estadual";"4,9";"5,4"
"SP";3515004;"Embu das Artes";"Municipal";"5,4";"5,5"
"SP";3515004;"Embu das Artes";"Pública";"5";"5,4"
"SP";3515103;"Embu-Guaçu";"Estadual";"5,2";"5,8"
"SP";3515103;"Embu-Guaçu";"Municipal";"4,6";"5"
"SP";3515103;"Embu-Guaçu";"Pública";"5,2";"5,8"
"SP";3515129;"Emilianópolis";"Municipal";"5,7";"4,7"
"SP";3515129;"Emilianópolis";"Pública";"5,7";"4,7"
"SP";3515152;"Engenheiro Coelho";"Estadual";"5";"5,3"
"SP";3515152;"Engenheiro Coelho";"Pública";"5";"5,3"
"SP";3515186;"Espírito Santo do Pinhal";"Estadual";"5,3";"6,5"
"SP";3515186;"Espírito Santo do Pinhal";"Pública";"5,3";"6,5"
"SP";3515194;"Espírito Santo do Turvo";"Estadual";"5,4";"5,7"
"SP";3515194;"Espírito Santo do Turvo";"Pública";"5,4";"5,7"
"SP";3515202;"Estrela d'Oeste";"Estadual";"5,4";"6,3"
"SP";3515202;"Estrela d'Oeste";"Pública";"5,4";"6,3"
"SP";3515301;"Estrela do Norte";"Estadual";"5";"5,9"
"SP";3515301;"Estrela do Norte";"Pública";"5";"5,9"
"SP";3515350;"Euclides da Cunha Paulista";"Estadual";"5";"6"
"SP";3515350;"Euclides da Cunha Paulista";"Pública";"5";"6"
"SP";3515400;"Fartura";"Estadual";"5,7";"6,8"
"SP";3515400;"Fartura";"Pública";"5,7";"6,8"
"SP";3515509;"Fernandópolis";"Estadual";"5,4";"6,2"
"SP";3515509;"Fernandópolis";"Municipal";"4,7";"5,7"
"SP";3515509;"Fernandópolis";"Pública";"5,4";"6,1"
"SP";3515608;"Fernando Prestes";"Estadual";;"6,4"
"SP";3515608;"Fernando Prestes";"Municipal";"5,8";"6,5"
"SP";3515608;"Fernando Prestes";"Pública";"5,8";"6,4"
"SP";3515657;"Fernão";"Estadual";"5,8";"5,7"
"SP";3515657;"Fernão";"Pública";"5,8";"5,7"
"SP";3515707;"Ferraz de Vasconcelos";"Estadual";"4,9";"5,5"
"SP";3515707;"Ferraz de Vasconcelos";"Municipal";"4,9";"5"
"SP";3515707;"Ferraz de Vasconcelos";"Pública";"4,9";"5,5"
"SP";3515806;"Flora Rica";"Municipal";"4,2";"5,5"
"SP";3515806;"Flora Rica";"Pública";"4,2";"5,5"
"SP";3515905;"Floreal";"Estadual";"5,9";"6"
"SP";3515905;"Floreal";"Pública";"5,9";"6"
"SP";3516002;"Flórida Paulista";"Estadual";"5,2";"5,7"
"SP";3516002;"Flórida Paulista";"Pública";"5,2";"5,7"
"SP";3516101;"Florínea";"Estadual";"5,3";"6,3"
"SP";3516101;"Florínea";"Pública";"5,3";"6,3"
"SP";3516200;"Franca";"Estadual";"5,6";"6,3"
"SP";3516200;"Franca";"Pública";"5,6";"6,3"
"SP";3516309;"Francisco Morato";"Estadual";"5";"5,6"
"SP";3516309;"Francisco Morato";"Pública";"5";"5,6"
"SP";3516408;"Franco da Rocha";"Estadual";"5";"5,5"
"SP";3516408;"Franco da Rocha";"Municipal";;
"SP";3516408;"Franco da Rocha";"Pública";"5";"5,5"
"SP";3516507;"Gabriel Monteiro";"Estadual";;"6,5"
"SP";3516507;"Gabriel Monteiro";"Pública";;"6,5"
"SP";3516606;"Gália";"Estadual";"5,4";"5,6"
"SP";3516606;"Gália";"Pública";"5,4";"5,6"
"SP";3516705;"Garça";"Estadual";"5,2";"5,6"
"SP";3516705;"Garça";"Pública";"5,2";"5,6"
"SP";3516804;"Gastão Vidigal";"Estadual";"5,7";"6,6"
"SP";3516804;"Gastão Vidigal";"Pública";"5,7";"6,6"
"SP";3516853;"Gavião Peixoto";"Estadual";"4,3";"6,3"
"SP";3516853;"Gavião Peixoto";"Pública";"4,2";"6,3"
"SP";3516903;"General Salgado";"Estadual";;"5,6"
"SP";3516903;"General Salgado";"Municipal";"5";"6,1"
"SP";3516903;"General Salgado";"Pública";"5,1";"6,1"
"SP";3517000;"Getulina";"Estadual";"4,7";"5,6"
"SP";3517000;"Getulina";"Pública";"4,7";"5,6"
"SP";3517109;"Glicério";"Estadual";"5,3";"5,9"
"SP";3517109;"Glicério";"Pública";"5,3";"5,9"
"SP";3517208;"Guaiçara";"Estadual";"4,4";"5,7"
"SP";3517208;"Guaiçara";"Pública";"4,4";"5,7"
"SP";3517307;"Guaimbê";"Estadual";"5,2";"5,3"
"SP";3517307;"Guaimbê";"Pública";"5,2";"5,3"
"SP";3517406;"Guaíra";"Estadual";"5,2";"5,9"
"SP";3517406;"Guaíra";"Pública";"5,2";"5,9"
"SP";3517505;"Guapiaçu";"Municipal";"5,3";"5,7"
"SP";3517505;"Guapiaçu";"Pública";"5,3";"5,7"
"SP";3517604;"Guapiara";"Estadual";"5,2";"6,1"
"SP";3517604;"Guapiara";"Municipal";"5,4";"5,9"
"SP";3517604;"Guapiara";"Pública";"5,3";"6,1"
"SP";3517703;"Guará";"Estadual";;"4"
"SP";3517703;"Guará";"Municipal";"4,2";"5,4"
"SP";3517703;"Guará";"Pública";"4,2";"4,9"
"SP";3517802;"Guaraçaí";"Estadual";"5,4";"5,9"
"SP";3517802;"Guaraçaí";"Pública";"5,4";"5,9"
"SP";3517901;"Guaraci";"Estadual";;"5,4"
"SP";3517901;"Guaraci";"Municipal";"4,7";"5"
"SP";3517901;"Guaraci";"Pública";"4,7";"5,4"
"SP";3518008;"Guarani d'Oeste";"Estadual";"6,1";"5,6"
"SP";3518008;"Guarani d'Oeste";"Pública";"6,1";"5,6"
"SP";3518107;"Guarantã";"Estadual";"4,1";"5,3"
"SP";3518107;"Guarantã";"Pública";"4,1";"5,3"
"SP";3518206;"Guararapes";"Estadual";"5,2";"6,2"
"SP";3518206;"Guararapes";"Pública";"5,2";"6,2"
"SP";3518305;"Guararema";"Estadual";"4,9";"5,6"
"SP";3518305;"Guararema";"Pública";"4,9";"5,6"
"SP";3518404;"Guaratinguetá";"Estadual";"5,1";"5,8"
"SP";3518404;"Guaratinguetá";"Municipal";"5,2";"5,8"
"SP";3518404;"Guaratinguetá";"Pública";"5,1";"5,8"
"SP";3518503;"Guareí";"Estadual";"5,1";"5,4"
"SP";3518503;"Guareí";"Pública";"5,1";"5,4"
"SP";3518602;"Guariba";"Estadual";;"6"
"SP";3518602;"Guariba";"Municipal";"5,5";"5,7"
"SP";3518602;"Guariba";"Pública";"5,5";"5,9"
"SP";3518701;"Guarujá";"Estadual";"5,1";"5,2"
"SP";3518701;"Guarujá";"Municipal";"5,4";"5,6"
"SP";3518701;"Guarujá";"Pública";"5,2";"5,4"
"SP";3518800;"Guarulhos";"Estadual";"5";"5,4"
"SP";3518800;"Guarulhos";"Pública";"5";"5,4"
"SP";3518859;"Guatapará";"Municipal";"4,7";"5,7"
